ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12013851,JD191098,3/13/2020 15:00,046XX W JACKSON BLVD,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1131,11,28,25,5,1145423,1898285,2020,3/25/2020 15:45,41.87689175,-87.74151783,"(41.876891751, -87.741517829)"
12795474,JF358356,8/15/2022 22:00,061XX S PARK SHORE EAST CT,810,THEFT,OVER $500,STREET,FALSE,FALSE,314,3,5,42,6,1187557,1864569,2022,1/3/2023 15:46,41.7834717,-87.5878904,"(41.783471704, -87.587890396)"
12014483,JD191084,3/18/2020 3:30,078XX S WESTERN AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,TRUE,835,8,18,70,04A,1161742,1852516,2020,3/25/2020 15:47,41.75097171,-87.68287124,"(41.75097171, -87.682871235)"
12015151,JD158558,2/20/2020 12:10,031XX N MILWAUKEE AVE,810,THEFT,OVER $500,VEHICLE - COMMERCIAL,FALSE,FALSE,2523,25,30,21,6,1150124,1920942,2020,3/25/2020 15:45,41.93897451,-87.72366575,"(41.93897451, -87.723665748)"
12799341,JF363039,8/19/2022 11:00,010XX E 46TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,222,2,4,39,7,1183968,1874723,2022,1/3/2023 15:46,41.81141973,-87.60073146,"(41.811419728, -87.600731459)"
12793378,JF355848,8/13/2022 22:45,118XX S SANGAMON ST,560,ASSAULT,SIMPLE,STREET,FALSE,TRUE,524,5,34,53,08A,1172121,1826361,2022,1/3/2023 15:46,41.67897694,-87.64560303,"(41.678976937, -87.645603032)"
12798495,JF361883,8/18/2022 18:00,030XX E 80TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,422,4,7,46,08A,1197715,1852504,2022,1/3/2023 15:46,41.75011688,-87.55105077,"(41.75011688, -87.551050773)"
12796933,JF360155,8/17/2022 7:00,001XX E 42ND ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,213,2,3,38,6,1177979,1877198,2022,1/3/2023 15:46,41.81834934,-87.62262346,"(41.81834934, -87.622623461)"
12794155,JF356683,8/14/2022 16:57,050XX W BELDEN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,FALSE,FALSE,2522,25,36,19,04B,1142223,1914820,2022,1/3/2023 15:46,41.92232565,-87.75285662,"(41.922325648, -87.75285662)"
12790997,JF353231,8/11/2022 18:00,073XX S MAY ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,FALSE,TRUE,733,7,17,68,04A,1169922,1856159,2022,1/3/2023 15:46,41.76079497,-87.65279005,"(41.76079497, -87.65279005)"
12794570,JF357352,8/12/2022 19:15,044XX S INDIANA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,215,2,3,38,7,1178342,1875622,2022,1/3/2023 15:46,41.81401642,-87.62133977,"(41.814016416, -87.621339769)"
12798144,JF361428,8/18/2022 14:25,018XX W CARROLL AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1223,12,27,28,6,1164110,1902374,2022,1/3/2023 15:46,41.88773822,-87.67278914,"(41.887738223, -87.672789142)"
12012879,JD190013,3/18/2020 23:52,056XX S MARYLAND AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,TRUE,FALSE,235,2,5,41,24,1182875,1867708,2020,3/25/2020 15:47,41.7921955,-87.60495851,"(41.792195498, -87.604958508)"
12798550,JF361941,8/18/2022 22:30,016XX W NORTH AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1433,14,2,24,08B,1164950,1910714,2022,1/3/2023 15:46,41.910606,-87.66946741,"(41.910606, -87.669467405)"
12790214,JF352227,8/10/2022 22:55,017XX W KINZIE ST,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,1215,12,27,24,3,1164748,1902774,2022,1/3/2023 15:46,41.88882235,-87.67043486,"(41.888822354, -87.670434861)"
12793767,JF356490,8/14/2022 13:45,017XX W HOWARD ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,2422,24,49,1,6,1163126,1950347,2022,1/3/2023 15:46,42.01939924,-87.67504949,"(42.019399237, -87.675049485)"
12794517,JF357285,8/14/2022 22:00,015XX W POLK ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1231,12,28,28,6,1166346,1896530,2022,1/3/2023 15:46,41.8716543,-87.66474505,"(41.871654302, -87.664745051)"
